[2026-04-02T21:09:55.207+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-04-02T21:09:55.584+0000] {taskinstance.py:430} INFO - ::endgroup::
[2026-04-02T21:09:56.211+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081247.json -> /tmp/minio_downloads/1775081247.json
[2026-04-02T21:09:56.215+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081255.json -> /tmp/minio_downloads/1775081255.json
[2026-04-02T21:09:56.218+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081263.json -> /tmp/minio_downloads/1775081263.json
[2026-04-02T21:09:56.221+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081270.json -> /tmp/minio_downloads/1775081270.json
[2026-04-02T21:09:56.224+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081277.json -> /tmp/minio_downloads/1775081277.json
[2026-04-02T21:09:56.227+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081285.json -> /tmp/minio_downloads/1775081285.json
[2026-04-02T21:09:56.229+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081292.json -> /tmp/minio_downloads/1775081292.json
[2026-04-02T21:09:56.232+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081299.json -> /tmp/minio_downloads/1775081299.json
[2026-04-02T21:09:56.235+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081307.json -> /tmp/minio_downloads/1775081307.json
[2026-04-02T21:09:56.237+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081315.json -> /tmp/minio_downloads/1775081315.json
[2026-04-02T21:09:56.240+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081322.json -> /tmp/minio_downloads/1775081322.json
[2026-04-02T21:09:56.242+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081330.json -> /tmp/minio_downloads/1775081330.json
[2026-04-02T21:09:56.247+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081337.json -> /tmp/minio_downloads/1775081337.json
[2026-04-02T21:09:56.253+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081344.json -> /tmp/minio_downloads/1775081344.json
[2026-04-02T21:09:56.256+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081351.json -> /tmp/minio_downloads/1775081351.json
[2026-04-02T21:09:56.259+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081359.json -> /tmp/minio_downloads/1775081359.json
[2026-04-02T21:09:56.261+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081366.json -> /tmp/minio_downloads/1775081366.json
[2026-04-02T21:09:56.264+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081373.json -> /tmp/minio_downloads/1775081373.json
[2026-04-02T21:09:56.266+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081381.json -> /tmp/minio_downloads/1775081381.json
[2026-04-02T21:09:56.269+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081389.json -> /tmp/minio_downloads/1775081389.json
[2026-04-02T21:09:56.272+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081396.json -> /tmp/minio_downloads/1775081396.json
[2026-04-02T21:09:56.274+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081404.json -> /tmp/minio_downloads/1775081404.json
[2026-04-02T21:09:56.277+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081411.json -> /tmp/minio_downloads/1775081411.json
[2026-04-02T21:09:56.279+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081418.json -> /tmp/minio_downloads/1775081418.json
[2026-04-02T21:09:56.282+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081426.json -> /tmp/minio_downloads/1775081426.json
[2026-04-02T21:09:56.284+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081433.json -> /tmp/minio_downloads/1775081433.json
[2026-04-02T21:09:56.287+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081440.json -> /tmp/minio_downloads/1775081440.json
[2026-04-02T21:09:56.289+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081448.json -> /tmp/minio_downloads/1775081448.json
[2026-04-02T21:09:56.292+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081455.json -> /tmp/minio_downloads/1775081455.json
[2026-04-02T21:09:56.294+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081462.json -> /tmp/minio_downloads/1775081462.json
[2026-04-02T21:09:56.297+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081470.json -> /tmp/minio_downloads/1775081470.json
[2026-04-02T21:09:56.300+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081477.json -> /tmp/minio_downloads/1775081477.json
[2026-04-02T21:09:56.303+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081484.json -> /tmp/minio_downloads/1775081484.json
[2026-04-02T21:09:56.305+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081492.json -> /tmp/minio_downloads/1775081492.json
[2026-04-02T21:09:56.307+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081499.json -> /tmp/minio_downloads/1775081499.json
[2026-04-02T21:09:56.310+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081506.json -> /tmp/minio_downloads/1775081506.json
[2026-04-02T21:09:56.312+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081514.json -> /tmp/minio_downloads/1775081514.json
[2026-04-02T21:09:56.315+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081521.json -> /tmp/minio_downloads/1775081521.json
[2026-04-02T21:09:56.318+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081529.json -> /tmp/minio_downloads/1775081529.json
[2026-04-02T21:09:56.320+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081536.json -> /tmp/minio_downloads/1775081536.json
[2026-04-02T21:09:56.322+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081543.json -> /tmp/minio_downloads/1775081543.json
[2026-04-02T21:09:56.325+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081551.json -> /tmp/minio_downloads/1775081551.json
[2026-04-02T21:09:56.328+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081559.json -> /tmp/minio_downloads/1775081559.json
[2026-04-02T21:09:56.331+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081566.json -> /tmp/minio_downloads/1775081566.json
[2026-04-02T21:09:56.333+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081573.json -> /tmp/minio_downloads/1775081573.json
[2026-04-02T21:09:56.335+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081581.json -> /tmp/minio_downloads/1775081581.json
[2026-04-02T21:09:56.338+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081588.json -> /tmp/minio_downloads/1775081588.json
[2026-04-02T21:09:56.340+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081595.json -> /tmp/minio_downloads/1775081595.json
[2026-04-02T21:09:56.343+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081603.json -> /tmp/minio_downloads/1775081603.json
[2026-04-02T21:09:56.345+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081610.json -> /tmp/minio_downloads/1775081610.json
[2026-04-02T21:09:56.348+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081618.json -> /tmp/minio_downloads/1775081618.json
[2026-04-02T21:09:56.351+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081625.json -> /tmp/minio_downloads/1775081625.json
[2026-04-02T21:09:56.353+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081633.json -> /tmp/minio_downloads/1775081633.json
[2026-04-02T21:09:56.356+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081641.json -> /tmp/minio_downloads/1775081641.json
[2026-04-02T21:09:56.358+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081648.json -> /tmp/minio_downloads/1775081648.json
[2026-04-02T21:09:56.361+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081656.json -> /tmp/minio_downloads/1775081656.json
[2026-04-02T21:09:56.363+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081663.json -> /tmp/minio_downloads/1775081663.json
[2026-04-02T21:09:56.365+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081670.json -> /tmp/minio_downloads/1775081670.json
[2026-04-02T21:09:56.368+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081678.json -> /tmp/minio_downloads/1775081678.json
[2026-04-02T21:09:56.370+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081685.json -> /tmp/minio_downloads/1775081685.json
[2026-04-02T21:09:56.375+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081693.json -> /tmp/minio_downloads/1775081693.json
[2026-04-02T21:09:56.379+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081700.json -> /tmp/minio_downloads/1775081700.json
[2026-04-02T21:09:56.384+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081707.json -> /tmp/minio_downloads/1775081707.json
[2026-04-02T21:09:56.388+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081715.json -> /tmp/minio_downloads/1775081715.json
[2026-04-02T21:09:56.394+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081723.json -> /tmp/minio_downloads/1775081723.json
[2026-04-02T21:09:56.399+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081730.json -> /tmp/minio_downloads/1775081730.json
[2026-04-02T21:09:56.403+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081737.json -> /tmp/minio_downloads/1775081737.json
[2026-04-02T21:09:56.406+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081745.json -> /tmp/minio_downloads/1775081745.json
[2026-04-02T21:09:56.409+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081753.json -> /tmp/minio_downloads/1775081753.json
[2026-04-02T21:09:56.413+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081760.json -> /tmp/minio_downloads/1775081760.json
[2026-04-02T21:09:56.416+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081767.json -> /tmp/minio_downloads/1775081767.json
[2026-04-02T21:09:56.418+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081775.json -> /tmp/minio_downloads/1775081775.json
[2026-04-02T21:09:56.421+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081782.json -> /tmp/minio_downloads/1775081782.json
[2026-04-02T21:09:56.423+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081789.json -> /tmp/minio_downloads/1775081789.json
[2026-04-02T21:09:56.426+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081796.json -> /tmp/minio_downloads/1775081796.json
[2026-04-02T21:09:56.429+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081804.json -> /tmp/minio_downloads/1775081804.json
[2026-04-02T21:09:56.432+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081811.json -> /tmp/minio_downloads/1775081811.json
[2026-04-02T21:09:56.435+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081819.json -> /tmp/minio_downloads/1775081819.json
[2026-04-02T21:09:56.437+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081826.json -> /tmp/minio_downloads/1775081826.json
[2026-04-02T21:09:56.440+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081833.json -> /tmp/minio_downloads/1775081833.json
[2026-04-02T21:09:56.443+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081841.json -> /tmp/minio_downloads/1775081841.json
[2026-04-02T21:09:56.445+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081848.json -> /tmp/minio_downloads/1775081848.json
[2026-04-02T21:09:56.448+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081855.json -> /tmp/minio_downloads/1775081855.json
[2026-04-02T21:09:56.451+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081863.json -> /tmp/minio_downloads/1775081863.json
[2026-04-02T21:09:56.453+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081870.json -> /tmp/minio_downloads/1775081870.json
[2026-04-02T21:09:56.456+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081877.json -> /tmp/minio_downloads/1775081877.json
[2026-04-02T21:09:56.459+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081885.json -> /tmp/minio_downloads/1775081885.json
[2026-04-02T21:09:56.462+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081892.json -> /tmp/minio_downloads/1775081892.json
[2026-04-02T21:09:56.464+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081899.json -> /tmp/minio_downloads/1775081899.json
[2026-04-02T21:09:56.466+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081907.json -> /tmp/minio_downloads/1775081907.json
[2026-04-02T21:09:56.468+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081914.json -> /tmp/minio_downloads/1775081914.json
[2026-04-02T21:09:56.471+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081922.json -> /tmp/minio_downloads/1775081922.json
[2026-04-02T21:09:56.473+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081929.json -> /tmp/minio_downloads/1775081929.json
[2026-04-02T21:09:56.475+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081936.json -> /tmp/minio_downloads/1775081936.json
[2026-04-02T21:09:56.478+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081944.json -> /tmp/minio_downloads/1775081944.json
[2026-04-02T21:09:56.481+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081951.json -> /tmp/minio_downloads/1775081951.json
[2026-04-02T21:09:56.483+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081958.json -> /tmp/minio_downloads/1775081958.json
[2026-04-02T21:09:56.486+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081966.json -> /tmp/minio_downloads/1775081966.json
[2026-04-02T21:09:56.488+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081973.json -> /tmp/minio_downloads/1775081973.json
[2026-04-02T21:09:56.491+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081980.json -> /tmp/minio_downloads/1775081980.json
[2026-04-02T21:09:56.493+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081988.json -> /tmp/minio_downloads/1775081988.json
[2026-04-02T21:09:56.496+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775081995.json -> /tmp/minio_downloads/1775081995.json
[2026-04-02T21:09:56.498+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775082002.json -> /tmp/minio_downloads/1775082002.json
[2026-04-02T21:09:56.501+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775082010.json -> /tmp/minio_downloads/1775082010.json
[2026-04-02T21:09:56.503+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775082018.json -> /tmp/minio_downloads/1775082018.json
[2026-04-02T21:09:56.506+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775082025.json -> /tmp/minio_downloads/1775082025.json
[2026-04-02T21:09:56.509+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775082033.json -> /tmp/minio_downloads/1775082033.json
[2026-04-02T21:09:56.511+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775082040.json -> /tmp/minio_downloads/1775082040.json
[2026-04-02T21:09:56.514+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775082048.json -> /tmp/minio_downloads/1775082048.json
[2026-04-02T21:09:56.516+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775082056.json -> /tmp/minio_downloads/1775082056.json
[2026-04-02T21:09:56.519+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775082063.json -> /tmp/minio_downloads/1775082063.json
[2026-04-02T21:09:56.521+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775082070.json -> /tmp/minio_downloads/1775082070.json
[2026-04-02T21:09:56.523+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775082078.json -> /tmp/minio_downloads/1775082078.json
[2026-04-02T21:09:56.526+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775082085.json -> /tmp/minio_downloads/1775082085.json
[2026-04-02T21:09:56.529+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775082093.json -> /tmp/minio_downloads/1775082093.json
[2026-04-02T21:09:56.531+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775082100.json -> /tmp/minio_downloads/1775082100.json
[2026-04-02T21:09:56.533+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775082108.json -> /tmp/minio_downloads/1775082108.json
[2026-04-02T21:09:56.536+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775082115.json -> /tmp/minio_downloads/1775082115.json
[2026-04-02T21:09:56.543+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775082122.json -> /tmp/minio_downloads/1775082122.json
[2026-04-02T21:09:56.547+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163636.json -> /tmp/minio_downloads/1775163636.json
[2026-04-02T21:09:56.552+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163644.json -> /tmp/minio_downloads/1775163644.json
[2026-04-02T21:09:56.557+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163651.json -> /tmp/minio_downloads/1775163651.json
[2026-04-02T21:09:56.560+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163659.json -> /tmp/minio_downloads/1775163659.json
[2026-04-02T21:09:56.563+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163667.json -> /tmp/minio_downloads/1775163667.json
[2026-04-02T21:09:56.566+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163675.json -> /tmp/minio_downloads/1775163675.json
[2026-04-02T21:09:56.569+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163683.json -> /tmp/minio_downloads/1775163683.json
[2026-04-02T21:09:56.572+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163691.json -> /tmp/minio_downloads/1775163691.json
[2026-04-02T21:09:56.574+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163698.json -> /tmp/minio_downloads/1775163698.json
[2026-04-02T21:09:56.578+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163706.json -> /tmp/minio_downloads/1775163706.json
[2026-04-02T21:09:56.581+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163713.json -> /tmp/minio_downloads/1775163713.json
[2026-04-02T21:09:56.584+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163721.json -> /tmp/minio_downloads/1775163721.json
[2026-04-02T21:09:56.586+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163729.json -> /tmp/minio_downloads/1775163729.json
[2026-04-02T21:09:56.589+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163737.json -> /tmp/minio_downloads/1775163737.json
[2026-04-02T21:09:56.591+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163744.json -> /tmp/minio_downloads/1775163744.json
[2026-04-02T21:09:56.595+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163752.json -> /tmp/minio_downloads/1775163752.json
[2026-04-02T21:09:56.597+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163760.json -> /tmp/minio_downloads/1775163760.json
[2026-04-02T21:09:56.601+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163768.json -> /tmp/minio_downloads/1775163768.json
[2026-04-02T21:09:56.603+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163775.json -> /tmp/minio_downloads/1775163775.json
[2026-04-02T21:09:56.606+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163783.json -> /tmp/minio_downloads/1775163783.json
[2026-04-02T21:09:56.609+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163790.json -> /tmp/minio_downloads/1775163790.json
[2026-04-02T21:09:56.611+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163798.json -> /tmp/minio_downloads/1775163798.json
[2026-04-02T21:09:56.614+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163805.json -> /tmp/minio_downloads/1775163805.json
[2026-04-02T21:09:56.617+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163813.json -> /tmp/minio_downloads/1775163813.json
[2026-04-02T21:09:56.620+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163821.json -> /tmp/minio_downloads/1775163821.json
[2026-04-02T21:09:56.622+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163828.json -> /tmp/minio_downloads/1775163828.json
[2026-04-02T21:09:56.624+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163836.json -> /tmp/minio_downloads/1775163836.json
[2026-04-02T21:09:56.627+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163844.json -> /tmp/minio_downloads/1775163844.json
[2026-04-02T21:09:56.629+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163852.json -> /tmp/minio_downloads/1775163852.json
[2026-04-02T21:09:56.632+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163859.json -> /tmp/minio_downloads/1775163859.json
[2026-04-02T21:09:56.635+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163867.json -> /tmp/minio_downloads/1775163867.json
[2026-04-02T21:09:56.637+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163875.json -> /tmp/minio_downloads/1775163875.json
[2026-04-02T21:09:56.640+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163883.json -> /tmp/minio_downloads/1775163883.json
[2026-04-02T21:09:56.642+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163890.json -> /tmp/minio_downloads/1775163890.json
[2026-04-02T21:09:56.645+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163898.json -> /tmp/minio_downloads/1775163898.json
[2026-04-02T21:09:56.648+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163905.json -> /tmp/minio_downloads/1775163905.json
[2026-04-02T21:09:56.650+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163913.json -> /tmp/minio_downloads/1775163913.json
[2026-04-02T21:09:56.653+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163921.json -> /tmp/minio_downloads/1775163921.json
[2026-04-02T21:09:56.657+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163928.json -> /tmp/minio_downloads/1775163928.json
[2026-04-02T21:09:56.659+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163936.json -> /tmp/minio_downloads/1775163936.json
[2026-04-02T21:09:56.662+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163944.json -> /tmp/minio_downloads/1775163944.json
[2026-04-02T21:09:56.665+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163951.json -> /tmp/minio_downloads/1775163951.json
[2026-04-02T21:09:56.668+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163960.json -> /tmp/minio_downloads/1775163960.json
[2026-04-02T21:09:56.671+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163967.json -> /tmp/minio_downloads/1775163967.json
[2026-04-02T21:09:56.673+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1775163976.json -> /tmp/minio_downloads/1775163976.json
[2026-04-02T21:09:56.676+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1775081249.json -> /tmp/minio_downloads/1775081249.json
[2026-04-02T21:09:56.678+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1775081256.json -> /tmp/minio_downloads/1775081256.json
[2026-04-02T21:09:56.681+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1775081264.json -> /tmp/minio_downloads/1775081264.json
[2026-04-02T21:09:56.683+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1775081271.json -> /tmp/minio_downloads/1775081271.json
[2026-04-02T21:09:56.686+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1775081279.json -> /tmp/minio_downloads/1775081279.json
[2026-04-02T21:09:56.688+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1775081286.json -> /tmp/minio_downloads/1775081286.json
[2026-04-02T21:09:56.690+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1775081293.json -> /tmp/minio_downloads/1775081293.json
[2026-04-02T21:09:56.692+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1775081301.json -> /tmp/minio_downloads/1775081301.json
[2026-04-02T21:09:56.694+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1775081308.json -> /tmp/minio_downloads/1775081308.json
[2026-04-02T21:09:56.697+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1775081316.json -> /tmp/minio_downloads/1775081316.json
[2026-04-02T21:09:56.700+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1775081323.json -> /tmp/minio_downloads/1775081323.json
[2026-04-02T21:09:56.702+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1775081331.json -> /tmp/minio_downloads/1775081331.json
[2026-04-02T21:09:56.705+0000] {logging_mixin.py:188} INFO - Downloaded AMZN/1775081338.json -> /tmp/minio_downloads/1775081338.json
